Date,Height,England,GlobalTrend,Tidal Component,Non-Tidal Residual
22/05/1968,3.52,3.64,-0.0018,-0.12,-0.1182
22/05/1968,3.41,3.48,-0.0018,-0.07,-0.0682
23/05/1968,3.61,3.68,-0.0018,-0.07,-0.0682
23/05/1968,3.52,3.55,-0.0018,-0.03,-0.0282
24/05/1968,3.8,3.7,-0.0018,0.1,0.1018
24/05/1968,3.76,3.6,-0.0018,0.16,0.1618
25/05/1968,3.76,3.7,-0.0018,0.06,0.0618
25/05/1968,3.74,3.65,-0.0018,0.09,0.0918
26/05/1968,3.8,3.68,-0.0018,0.12,0.1218
26/05/1968,3.78,3.68,-0.0018,0.1,0.1018
27/05/1968,3.8,3.65,-0.0018,0.15,0.1518
27/05/1968,3.75,3.72,-0.0018,0.03,0.0318
28/05/1968,3.82,3.63,-0.0018,0.19,0.1918
29/05/1968,3.67,3.74,-0.0018,-0.07,-0.0682
29/05/1968,3.58,3.6,-0.0018,-0.02,-0.0182
30/05/1968,3.74,3.74,-0.0018,0,0.0018
30/05/1968,3.57,3.56,-0.0018,0.01,0.0118
31/05/1968,3.8,3.71,-0.0018,0.09,0.0918
31/05/1968,3.54,3.51,-0.0018,0.03,0.0318
01/06/1968,3.67,3.66,-0.0018,0.01,0.0118
01/06/1968,3.5,3.45,-0.0018,0.05,0.0518
02/06/1968,3.29,3.6,-0.0018,-0.31,-0.3082
02/06/1968,2.76,3.38,-0.0018,-0.62,-0.6182
03/06/1968,3.48,3.54,-0.0018,-0.06,-0.0582
03/06/1968,3.28,3.34,-0.0018,-0.06,-0.0582
04/06/1968,3.52,3.51,-0.0018,0.01,0.0118
04/06/1968,3.3,3.35,-0.0018,-0.05,-0.0482
05/06/1968,3.57,3.55,-0.0018,0.02,0.0218
05/06/1968,3.48,3.42,-0.0018,0.06,0.0618
06/06/1968,3.6,3.64,-0.0018,-0.04,-0.0382
06/06/1968,3.53,3.55,-0.0018,-0.02,-0.0182
07/06/1968,3.77,3.77,-0.0018,0,0.0018
07/06/1968,3.7,3.7,-0.0018,0,0.0018
08/06/1968,3.85,3.9,-0.0018,-0.05,-0.0482
08/06/1968,3.75,3.85,-0.0018,-0.1,-0.0982
09/06/1968,3.88,4.01,-0.0018,-0.13,-0.1282
09/06/1968,3.86,3.99,-0.0018,-0.13,-0.1282
10/06/1968,3.99,4.08,-0.0018,-0.09,-0.0882
10/06/1968,3.96,4.09,-0.0018,-0.13,-0.1282
11/06/1968,4.04,4.09,-0.0018,-0.05,-0.0482
11/06/1968,4.01,4.14,-0.0018,-0.13,-0.1282
12/06/1968,3.97,4.04,-0.0018,-0.07,-0.0682
13/06/1968,3.99,4.15,-0.0018,-0.16,-0.1582
13/06/1968,3.83,3.94,-0.0018,-0.11,-0.1082
14/06/1968,3.96,4.11,-0.0018,-0.15,-0.1482
14/06/1968,3.78,3.8,-0.0018,-0.02,-0.0182
15/06/1968,3.99,4.02,-0.0018,-0.03,-0.0282
15/06/1968,3.6,3.65,-0.0018,-0.05,-0.0482
16/06/1968,3.94,3.92,-0.0018,0.02,0.0218
16/06/1968,3.46,3.5,-0.0018,-0.04,-0.0382
17/06/1968,3.85,3.8,-0.0018,0.05,0.0518
17/06/1968,3.39,3.39,-0.0018,0,0.0018
18/06/1968,3.76,3.69,-0.0018,0.07,0.0718
18/06/1968,3.39,3.33,-0.0018,0.06,0.0618
19/06/1968,3.67,3.61,-0.0018,0.06,0.0618
19/06/1968,3.45,3.33,-0.0018,0.12,0.1218
20/06/1968,3.6,3.56,-0.0018,0.04,0.0418
20/06/1968,3.49,3.38,-0.0018,0.11,0.1118
21/06/1968,3.53,3.54,-0.0018,-0.01,-0.0082
21/06/1968,3.5,3.46,-0.0018,0.04,0.0418
22/06/1968,3.82,3.54,-0.0018,0.28,0.2818
22/06/1968,3.66,3.55,-0.0018,0.11,0.1118
23/06/1968,3.74,3.55,-0.0018,0.19,0.1918
23/06/1968,3.65,3.63,-0.0018,0.02,0.0218
24/06/1968,3.89,3.57,-0.0018,0.32,0.3218
24/06/1968,3.67,3.71,-0.0018,-0.04,-0.0382
25/06/1968,4.06,3.58,-0.0018,0.48,0.4818
25/06/1968,3.82,3.77,-0.0018,0.05,0.0518
26/06/1968,3.97,3.6,-0.0018,0.37,0.3718
27/06/1968,3.93,3.81,-0.0018,0.12,0.1218
27/06/1968,3.85,3.61,-0.0018,0.24,0.2418
28/06/1968,3.97,3.84,-0.0018,0.13,0.1318
28/06/1968,3.85,3.62,-0.0018,0.23,0.2318
29/06/1968,3.86,3.85,-0.0018,0.01,0.0118
29/06/1968,3.66,3.62,-0.0018,0.04,0.0418
30/06/1968,3.95,3.85,-0.0018,0.1,0.1018
30/06/1968,3.61,3.61,-0.0018,0,0.0018
01/07/1968,3.94,3.84,-0.0016,0.1,0.1016
01/07/1968,3.58,3.59,-0.0016,-0.01,-0.0084
02/07/1968,3.86,3.81,-0.0016,0.05,0.0516
02/07/1968,3.6,3.56,-0.0016,0.04,0.0416
03/07/1968,3.63,3.78,-0.0016,-0.15,-0.1484
03/07/1968,3.4,3.52,-0.0016,-0.12,-0.1184
04/07/1968,3.67,3.74,-0.0016,-0.07,-0.0684
04/07/1968,3.5,3.51,-0.0016,-0.01,-0.0084
05/07/1968,3.66,3.71,-0.0016,-0.05,-0.0484
05/07/1968,3.56,3.54,-0.0016,0.02,0.0216
06/07/1968,3.75,3.72,-0.0016,0.03,0.0316
06/07/1968,3.69,3.63,-0.0016,0.06,0.0616
07/07/1968,3.89,3.78,-0.0016,0.11,0.1116
07/07/1968,3.79,3.76,-0.0016,0.03,0.0316
08/07/1968,3.96,3.86,-0.0016,0.1,0.1016
08/07/1968,3.94,3.91,-0.0016,0.03,0.0316
09/07/1968,4.02,3.93,-0.0016,0.09,0.0916
09/07/1968,3.96,4.05,-0.0016,-0.09,-0.0884
10/07/1968,4.2,3.97,-0.0016,0.23,0.2316
10/07/1968,4.09,4.14,-0.0016,-0.05,-0.0484
11/07/1968,4.14,3.96,-0.0016,0.18,0.1816
12/07/1968,4.15,4.18,-0.0016,-0.03,-0.0284
12/07/1968,3.96,3.88,-0.0016,0.08,0.0816
13/07/1968,4.25,4.17,-0.0016,0.08,0.0816
13/07/1968,3.88,3.77,-0.0016,0.11,0.1116
14/07/1968,4.31,4.1,-0.0016,0.21,0.2116
14/07/1968,3.78,3.64,-0.0016,0.14,0.1416
15/07/1968,3.98,3.99,-0.0016,-0.01,-0.0084
15/07/1968,3.49,3.51,-0.0016,-0.02,-0.0184
16/07/1968,3.93,3.84,-0.0016,0.09,0.0916
16/07/1968,3.38,3.39,-0.0016,-0.01,-0.0084
17/07/1968,3.63,3.68,-0.0016,-0.05,-0.0484
17/07/1968,3.26,3.3,-0.0016,-0.04,-0.0384
18/07/1968,3.52,3.52,-0.0016,0,0.0016
18/07/1968,3.16,3.25,-0.0016,-0.09,-0.0884
19/07/1968,3.35,3.4,-0.0016,-0.05,-0.0484
19/07/1968,3.18,3.27,-0.0016,-0.09,-0.0884
20/07/1968,3.23,3.34,-0.0016,-0.11,-0.1084
20/07/1968,3.23,3.35,-0.0016,-0.12,-0.1184
21/07/1968,3.3,3.35,-0.0016,-0.05,-0.0484
21/07/1968,3.17,3.47,-0.0016,-0.3,-0.2984
22/07/1968,3.5,3.41,-0.0016,0.09,0.0916
22/07/1968,3.23,3.61,-0.0016,-0.38,-0.3784
23/07/1968,3.56,3.49,-0.0016,0.07,0.0716
23/07/1968,3.26,3.73,-0.0016,-0.47,-0.4684
24/07/1968,3.67,3.57,-0.0016,0.1,0.1016
24/07/1968,3.4,3.83,-0.0016,-0.43,-0.4284
25/07/1968,3.78,3.64,-0.0016,0.14,0.1416
25/07/1968,3.56,3.91,-0.0016,-0.35,-0.3484
26/07/1968,3.81,3.7,-0.0016,0.11,0.1116
27/07/1968,3.84,3.98,-0.0016,-0.14,-0.1384
27/07/1968,3.62,3.75,-0.0016,-0.13,-0.1284
28/07/1968,3.82,4.03,-0.0016,-0.21,-0.2084
28/07/1968,3.59,3.78,-0.0016,-0.19,-0.1884
29/07/1968,3.86,4.05,-0.0016,-0.19,-0.1884
29/07/1968,3.66,3.79,-0.0016,-0.13,-0.1284
30/07/1968,3.86,4.05,-0.0016,-0.19,-0.1884
30/07/1968,3.64,3.77,-0.0016,-0.13,-0.1284
31/07/1968,3.86,4,-0.0016,-0.14,-0.1384
31/07/1968,3.57,3.71,-0.0016,-0.14,-0.1384
01/08/1968,3.77,3.91,-0.0014,-0.14,-0.1386
01/08/1968,3.55,3.62,-0.0014,-0.07,-0.0686
02/08/1968,3.69,3.78,-0.0014,-0.09,-0.0886
02/08/1968,3.47,3.53,-0.0014,-0.06,-0.0586
03/08/1968,3.57,3.64,-0.0014,-0.07,-0.0686
03/08/1968,3.44,3.48,-0.0014,-0.04,-0.0386
04/08/1968,3.57,3.56,-0.0014,0.01,0.0114
04/08/1968,3.53,3.54,-0.0014,-0.01,-0.0086
05/08/1968,3.67,3.6,-0.0014,0.07,0.0714
05/08/1968,3.62,3.69,-0.0014,-0.07,-0.0686
06/08/1968,3.78,3.71,-0.0014,0.07,0.0714
06/08/1968,3.7,3.87,-0.0014,-0.17,-0.1686
07/08/1968,3.92,3.82,-0.0014,0.1,0.1014
07/08/1968,3.77,4.04,-0.0014,-0.27,-0.2686
08/08/1968,4.02,3.89,-0.0014,0.13,0.1314
08/08/1968,3.78,4.16,-0.0014,-0.38,-0.3786
09/08/1968,4.17,3.89,-0.0014,0.28,0.2814
10/08/1968,4.16,4.2,-0.0014,-0.04,-0.0386
10/08/1968,4.01,3.83,-0.0014,0.18,0.1814
11/08/1968,4.23,4.18,-0.0014,0.05,0.0514
11/08/1968,3.8,3.74,-0.0014,0.06,0.0614
12/08/1968,4.18,4.11,-0.0014,0.07,0.0714
12/08/1968,3.85,3.65,-0.0014,0.2,0.2014
13/08/1968,4.22,3.99,-0.0014,0.23,0.2314
13/08/1968,3.82,3.55,-0.0014,0.27,0.2714
14/08/1968,4.05,3.84,-0.0014,0.21,0.2114
14/08/1968,3.36,3.45,-0.0014,-0.09,-0.0886
15/08/1968,3.67,3.64,-0.0014,0.03,0.0314
15/08/1968,3.57,3.34,-0.0014,0.23,0.2314
16/08/1968,3.53,3.43,-0.0014,0.1,0.1014
16/08/1968,3.36,3.23,-0.0014,0.13,0.1314
17/08/1968,3.34,3.24,-0.0014,0.1,0.1014
17/08/1968,3.2,3.19,-0.0014,0.01,0.0114
18/08/1968,3.19,3.15,-0.0014,0.04,0.0414
18/08/1968,3.04,3.24,-0.0014,-0.2,-0.1986
19/08/1968,3.51,3.18,-0.0014,0.33,0.3314
19/08/1968,3.26,3.38,-0.0014,-0.12,-0.1186
20/08/1968,3.58,3.31,-0.0014,0.27,0.2714
20/08/1968,3.31,3.56,-0.0014,-0.25,-0.2486
21/08/1968,3.72,3.47,-0.0014,0.25,0.2514
21/08/1968,3.46,3.74,-0.0014,-0.28,-0.2786
